剥下,1
神话,51
华丽,3
外衣,2
世人,10
展现,15
现实,33
赤裸裸,2
丑恶,1
但库,1
追求,4
只是,64
美,10
体验,4
无法,80
展示,11
幻想,28
结果,64
门前,6
台阶,10
儿时,2
朦胧,29
记忆里,2
小时候,6
听过,3
做过,8
经历,52
梦境,88
什么样,20
奇观,9
很多,57
想法,24
尚未,14
成型,3
长大成人,2
绞尽脑汁,7
地去,18
回忆,8
这时,56
毒素,1
头脑,7
迟钝,2
平庸,2
半夜,3
稀奇古怪,24
魔力,2
花园,20
阳光,14
歌唱,1
喷泉,2
悬浮,2
喃喃,1
低语,1
金色,7
悬崖,17
平原,5
青铜,2
建造,41
沉睡,10
之,76
城,19
延伸,42
出去,38
如梦似,3
幻,2
英雄,5
骑,2
装扮,1
白驹,1
沿着,76
茂密,2
森林,6
边沿,3
骑行,1
他们,304
惊醒,11
这时候,3
透过,25
象牙,1
门,38
回望,2
奇妙,11
因,25
懵懂,1
快乐,2
属于,64
间,23
童年时代,1
旧,20
曾多次,3
出生,8
房子,40
一座,56
爬满,2
常青藤,3
石造,27
大宅,3
之前,97
十三,2
代,2
祖先,16
住,58
这里,195
希望,62
芬芳,1
夏夜,1
皎洁,9
溜出,1
家门,1
穿过,74
一个个,9
一片片,6
梯田,2
途经,4
公园,4
一棵,1
棵,1
橡树,1
那条,31
漫长,13
月白,1
小径,2
村庄,7
老气横秋,1
村子,7
四周,26
残亏,1
蚕食,2
痕迹,69
纳闷,19
村舍,2
尖尖,1
房顶,17
掩盖,12
死亡,54
草长,1
长矛,1
两边,18
玻璃窗,6
要么,68
破碎,2
睁,2
大眼,1
远方,15
磨磨蹭蹭,1
而是,43
放开,1
步子,2
继续,42
召唤,15
他朝,2
既定目标,1
前进,13
听从,3
生怕,1
清醒,15
渴望,9
演变成,7
目标,12
落空,1
不知不觉,11
离开,42
大街,26
走进,26
小巷,13
海峡,2
大地,5
尽头,20
悬崖峭壁,4
黑洞,3
全都,23
活生生,7
地掉,1
进,19
无声无息,1
无穷无尽,4
虚空,1
前方,23
天空,30
残缺不全,12
闪现,3
星星,12
空空荡荡,2
黯然无光,1
信念,2
飞越,22
跳进,2
海湾,2
往,13
飘落,4
掠过,6
无形,12
梦想,5
微微,6
发光,11
星球,38
（,184
一部分,17
）,184
以及,91
长着,10
翅膀,27
哈哈大笑,2
嘲笑,8
所有,154
紧接着,25
打开,67
一道,29
映衬,10
下方,20
熠熠生辉,2
白雪皑皑,6
高山,12
赫然,2
屹立,8
海边,10
瞅见,5
一霎那,1
短暂,15
一瞥,5
告诉,94
坐落于,4
塔纳,2
利,9
安山,2
欧特,10
纳盖,9
很久以前,6
夏日,3
午后,4
保姆,1
身边,25
悄悄,7
溜走,1
彩云,1
飘过,3
附近,59
吹,15
温暖,6
海风,2
睡觉,8
灵魂,5
享受,3
叫醒,3
带回家,1
一脸,1
不高兴地,1
弄醒,1
那一刻,5
正要,4
乘,13
相连,9
诱惑,11
同样,29
愤愤不平,1
经过,48
四十年,1
岁月,19
心目,6
那座,37
般的,14
三天,3
首先,17
梦到,4
死去,10
悄无声息,8
接着,29
出现,91
点点,2
尖塔,49
蔚蓝,3
港湾,5
抛,9
锚,1
阿伦,4
山,28
13,6
银杏树,1
迎着,1
摇曳,8
看看,21
生灵,41
慢慢,29
停留,6
绿茵茵,1
轻轻地,7
落,4
草地,5
真的,68
壮美,5
遍地,21
馥郁,1
草丛,1
灿烂,4
鲜花,2
走过,17
潺潺,3
纳,2
拉克,1
萨河,1
小,53
木桥,2
许多年,1
前,90
刻,4
桥,16
飒飒,1
作响,6
小树林,1
城门,2
旁,8
大石桥,1
如故,1
大理石,9
城墙,4
锃亮,1
铜像,1
丝毫,14
失色,1
即便,27
不必,2
惊恐,19
哨兵,2
一模一样,14
记忆,76
年轻,23
铺,5
黑,15
玛瑙,2
路上,9
商人,3
赶,6
骆驼,3
纷纷,7
打招呼,1
从未,19
绿松石,1
纳特,1
霍,2
塔特,1
神殿,7
头戴,6
兰花,1
花冠,1
祭司,12
概念,6
永驻,1
青春,1
随后,27
石柱,16
林立,13
临海,1
客商,1
云集,3
之处,2
怪人,1
驻足,3
许久,1
眺望,6
亮丽,1
海港,8
异样,42
波光粼粼,3
国度,9
驶来,1
破浪,1
巍峨,20
低处,1
绿树,1
连天,1
山峰,42
却是,11
打心,2
巴望,3
出海,9
探访,3
听说,21
神奇,6
传说,110
找,41
那位,7
答应,5
带,37
名叫,16
阿蒂布,3
从前,7
香料,1
箱子,18
流光,2
业已,27
飞逝,2
接下来,24
两人,16
划着,2
登上,14
停,12
指挥,3
桨手,2
起,37
波涛汹涌,2
直通,3
蓝天,1
塞尔,2
奈,2
利亚,6
14,6
海上,17
连续,6
航行,14
几天,2
海平线,1
没,78
浮起,1
穿越,36
软绵绵,4
玫瑰色,1
云层,4
飞,10
蓝色,7
陌生,25
河流,9
美丽,1
沐浴,2
仿佛,22
永不,5
褪色,3
逝去,3
慵懒,1
即将,11
进入,54
塞兰,6
尼安港,1
尼安是,1
粉红色,1
云中,1
建,6
西风,1
是从,58
但是,20
尼安,4
最高,6
雕塔,1
映入眼帘,4
一刹那,7
太空,15
传来,59
阁楼,16
上醒,1
此后,20
好几个,6
城和能,1
上天,4
一无所获,16
带到,9
绚丽多姿,2
前所未闻,1
所到之处,18
人能,5
才能,40
纳盖城,1
黑漆漆,1
山脉,93
山上,10
影影绰绰,3
几堆,1
孤零零,3
营火,1
一群群,4
蓬头垢面,4
领头,2
手里,10
拿,39
摇铃,1
荒蛮,3
丘陵,2
乡野,6
见识,5
古墙,3
堤坝,1
山脊,2
头,23
规模,10
难,11
这是,28
出自,5
之手,1
灰蒙蒙,2
黎明,2
越过,6
古朴,4
典雅,3
樱桃,1
树林,13
争奇斗艳,1
红白,1
绿色,16
树木,7
白色,21
小路,8
小溪,1
池塘,1
装饰,20
桥梁,6
红顶,2
宝塔,2
美景,4
脑后,2
沉浸,1
个人,17
打听,11
小鸟,1
蜜蜂,2
蝴蝶,1
人影,2
走上,10
湿漉漉,3
旋转,9
石梯,9
一扇,16
塔,6
窗前,3
俯视,6
静静地,4
河堤,1
原以为,7
似曾相识,5
布局,5
要不是,10
极光,8
冒出来,4
他会,4
路,29
这座,143
废弃,34
古城,11
芦苇丛,1
生,12
早已,26
淤塞,3
河道,8
尸骨,4
遍野,1
早,37
基纳,1
拉忒利,1
斯王,1
15,21
东征西讨,1
凯旋,1
归国,1
招致,2
诸神,1
复仇,4
以来,11
能带,1
遇到,12
大祭司,2
独自一人,7
寒冷,3
睖,11
原,11
16,11
史前,11
修道院,39
脸上,13
蒙着,2
黄色,6
丝绸,1
面具,2
模样,17
很难,5
好不容易,1
死里逃生,1
惨淡,2
凄凉,5
白天,6
越来越,96
耐心,1
为了,48
延长,2
买,8
毒品,2
大麻,1
帮,10
很大,35
存在,47
气体,6
研究,69
奥秘,4
17,14
紫罗兰色,2
称之为,9
无限,6
行星,8
生物体,7
之类,12
看成,7
物质,22
万有引力,1
空间,15
心急如焚,2
地想,2
加大,1
剂量,1
钱,4
花光,1
再,161
无力,3
出租,1
游荡,5
飘飘然,1
地过,2
房屋,15
稀少,4
专程,1
来接,2
一队,2
骑士,6
进而,16
圆满,1
实现,6
心愿,1
们,57
英姿飒爽,1
骑着,1
五花,1
大马,1
身着,3
铮亮,2
铠甲,1
披着,1
饰,3
纹饰,1
金衣,1
战袍,1
人数,5
多得,8
误以为,2
一支,12
军队,3
为首,3
专程来,1
接,2
创造,11
永远,33
奉为,1
主神,2
一匹,1
马,6
骑兵,1
队伍,7
前列,1
一行,23
耀武扬威,1
萨里郡,1
绿油油,2
朝库,1
先祖,1
逆,1
驰骋,5
黄昏,1
暮光,6
策马,2
乔叟,2
18,9
人才,2
有时,35
一,96
小队,1
随从,2
骑马,2
天色,3
暗,12
行进,5
速度,18
越来越快,2
不一会儿,23
空中,23
不可思议,24
地飞,1
黎明前,1
童年时期,1
充满生机,1
生机,2
拐进,8
通往,68
早起,1
村民,8
彬彬有礼,1
地向,10
行礼,1
致敬,2
靠近,28
急切,1
仔细观看,1
东面,5
金光,1
整个,108
披上,1
一层,31
霞光,2
一下子,9
红蓝,1
交织,5
沸腾,2
只闻其声,1
不见,29
其形,1
欢唱,1
踏着,5
歌声,3
跃过,3
云彩,4
银色,2
悠然,1
飘下,1
无休无止,1
向下,12
飘,6
啊,12
胯下,1
坐骑,1
苍穹,6
犹如,17
金沙滩,1
晶灿灿,1
雾气,5
渐渐,28
散,7
更大,7
亮光,16
雪峰,1
从那以后,2
统治,18
及其,19
轮流,1
云,5
临朝,1
听政,1
时至今日,11
快快乐乐,2
印斯茅斯,113
19,12
之下,8
潮水,3
戏弄着,2
一具,4
流浪汉,4
尸体,27
拂晓,1
跌跌撞撞,17
掉下去,2
特雷弗塔,1
石滩,1
肥胖,4
臃肿,3
德行,1
极差,1
酿酒,1
富贾,1
绝嗣,1
贵族,3
买下来,1
豪华,2
庄园,1
尽情,3
异乡人,6
20,22
那夜,1
男爵,5
诸多,3
灾难,15
好斗,1
宾客,1
折腾,3
妖巫,1
恶魔,10
硕大,3
棺材,1
蛀虫,1
一整夜,2
鬼影,1
幢幢,1
济慈,2
21,4
如果,122
带给,2
悲伤,6
悲惨,1
回忆起,4
空旷,3
阴森,11
房间,116
度过,3
孤独,4
时光,11
面对,27
形形色色,11
褐色,2
壁挂,1
及,7
一排排,3
令人,90
发疯,5
古籍,1
藤蔓,2
缠绕,1
大树,2
盘根错节,1
遮天蔽日,2
凄惨,4
神明,1
多,103
惶惑,3
失望,8
寂寥,1
颓丧,1
满足,6
于,71
老掉牙,8
不遗余力,1
抱住,1
放,11
突发奇想,1
试图,10
跨越,4
界线,1
思考,13
别的,9
更是如此,2
极其,11
城堡,20
高悬,2
天花板,11
尽是,1
些,31
蜘蛛网,13
阴影,16
走廊,56
墙皮,1
脱落,1
裸露,10
在外,9
石头,36
潮湿,10
要命,3
气味,30
堆满,6
几代人,2
光,24
有时候,30
点上,1
蜡烛,9
长时间,13
盯,28
缓解,3
内心,6
门外,7
参天大树,2
高得,7
超过,24
塔楼,36
高度,49
直,13
插,6
未知,33
破损,12
除非,14
高不可攀,1
石墙,24
一级,3
爬上去,3
否则,8
这儿,21
好多年,1
年,253
照顾,3
起居,1
除我之外,1
老鼠,41
蝙蝠,8
蜘蛛,3
活,18
想不起来,2
第一印象,2
长相,4
滑稽可笑,2
地像,1
扭曲,23
干瘪,2
颓废,3
深埋在,2
地下,72
岩穴,1
散落,17
骸骨,5
大惊小怪,3
日常生活,4
联系,34
发了,4
霉,6
书,49
众生,1
绘画,16
知识,31
带有,24
彩色,3
插画,3
中学,1
老师,2
敦促,3
指导,5
往日,2
甚至,73
我能,10
阅读,19
书中,3
词句,4
想过,6
大声,7
镜子,5
本能,13
应该,58
年轻人,25
记不太,1
户外,3
护城河,2
默默无语,1
大树下,1
书中读,1
无垠,7
阳光明媚,1
尽享,1
满怀,3
一员,5
逃出,4
这片,46
但离,1
远,37
阴暗,11
浓,6
笼罩着,11
恐怖,130
只好,27
匆匆忙忙,4
往回,3
跑,60
免得,9
昏暗,8
迷宫,32
迷失方向,2
无尽,9
孤寂,1
光明,7
与日俱增,2
以至于,24
惶惶不可终日,1
地步,3
耸立,11
举起,3
乞求,1
双手,9
不顾,4
摔落,1
危险,32
高塔,23
总比,1
中过,1
一辈子,3
好,39
阴湿,3
破旧不堪,2
石级,2
平台,8
生命危险,1
攀附,5
狭小,3
立足点,1
阶梯,5
圆筒状,1
冰冷,6
此外,26
荒废,5
残破,2
无声,3
惊飞,1
进展,3
缓慢,6
无论,12
头顶,12
变淡,2
意思,7
不仅如此,4
一股,44
寒意,2
袭,6
颤抖,7
心想,11
降临到,10
腾出,4
一只,26
手去,1
摸,10
窗口,5
向外,12
向上,7
张望,11
凹陷处,1
上爬,5
永无,3
伸手不见五指,6
碰触,2
坚固,6
碰到,21
类似,15
楼板,4
手,32
试了试,3
挡,5
前面,36
撼动,2
抓着,1
墙壁,43
绕,4
摸索,18
面,5
障碍,8
然后,53
冒险,17
推开,9
石板,11
把手,7
伸上去,1
攀爬,5
到此为止,1
孔穴,3
板门,7
水平,11
毫无疑问,30
高处,6
开阔,19
瞭望,4
地板,43
小心翼翼,29
尽力,2
不让,8
厚重,15
回归,10
原位,2
失败,4
筋疲力尽,2
石,7
石门,10
落回,1
回响,4
撬开,3
此时,36
该死,23
树枝,2
平生,3
第一次,37
中读,2
每试,1
一座座,3
架,4
大得,7
长方形,7
盒子,47
想,115
亘古,14
断了线,2
藏,13
秘密,53
没想到,7
一扇门,5
扇门,8
装在,3
框上,1
门框,1
凿,3
边,8
推,8
推门,1
门锁,6
我费,2
九牛二虎之力,2
把门,3
向里,1
拉开,5
大门,32
过程,57
从未有过,7
狂喜,1
满月,3
铁栅栏,5
另,41
短短,1
石阶,8
倾泻,3
一幕,19
模糊,31
到达,27
顶端,10
上门,1
几级,1
乌云,1
遮住,1
绊,1
一跤,1
直到,37
摸索到,1
栅栏门,6
锁,13
担心,20
一路,13
爬上来,1
惊诧,1
震撼,7
冲击,3
出乎意料,2
难以置信,27
这番,1
蕴含,1
奇异,11
相,2
比拟,1
单调,4
目瞪口呆,3
：,85
眩晕,2
眼花缭乱,7
树梢,1
清一色,2
硬,3
随处可见,10
层层叠叠,2
五花八门,1
板,5
圆柱,5
笼罩,23
教堂,87
损毁,8
灵异,3
光芒,9
迷迷糊糊,1
砾石,8
意乱情迷,1
晕头转向,2
迫切希望,1
见到,22
异想天开,5
疑虑,2
不能,46
阻止,11
脚步,21
行为,13
疯狂,128
着魔,3
仍,51
毅然决然,2
不惜一切,2
代价,6
看一看,5
置身,1
前行,24
深藏,3
已久,7
使得,15
做出,11
举动,19
拱门,43
走出,9
那片,29
满,5
田野,2
地走动,1
时而,3
看得见,4
道路,30
好奇,15
走来走去,1
偶尔,25
废墟,54
遗忘,9
古道,1
还游过,1
湍急,1
小河,1
从河,1
两岸,1
崩塌,6
长满,14
青苔,3
砌体,1
结构,44
有座,2
销声匿迹,4
貌似,6
目的地,4
满青藤,1
古堡,2
绿树成荫,1
里面,50
令人费解,11
陌生感,1
众所周知,7
坍塌,8
新盖,2
耳房,1
妨碍,4
吸引,15
令,2
欣慰,6
敞开,16
灯光,12
通明,3
传出,8
欢宴,1
吵闹声,1
一群,15
穿着,8
古怪,13
欢笑,1
侃侃而谈,1
听见,10
猜测,9
面孔,12
唤起,9
内心深处,1
跨过,2
低矮,27
明亮,4
一刻起,4
充满希望,1
瞬间,10
踏入,1
顿悟,1
惊厥,1
头上,10
几乎,70
窗台,2
一瞬间,10
一阵,33
突如其来,14
在场,15
强度,1
之大,4
程度,55
之深,1
每张,1
脸,13
尖叫,19
所有人,19
反应,14
喧嚷,1
恐慌,7
吓昏,3
逃窜,6
同伴,9
拖走,1
人用,2
捂住,3
笨手笨脚,2
盲目,7
择路,1
逃,18
踢翻,1
家具,6
撞,3
墙上,24
尖叫声,12
可谓,8
撕心裂肺,3
茫然,4
地站,3
浑身发抖,4
乍一看,1
空无一人,3
壁龛,3
动,3
我朝,2
便是,18
一声,7
恶心,7
惨叫,1
清清楚楚,1
匪夷所思,9
意会,2
不可言传,1
仅凭,1
相貌,11
原本,21
欢闹,1
嬉戏,2
到底,9
说不上来,3
集,3
厌恶,16
畸形,4
可憎,15
一体,3
毛骨悚然,22
腐朽,2
且,31
支离破碎,16
一看,9
臭烘烘,2
湿淋淋,1
幻影,5
仁慈,10
总会,3
赤裸,1
躯壳,2
天知道,4
万分,1
啃噬,9
来看,10
具有,27
人形,5
目露凶光,1
憎恶,8
体,9
发霉,2
衣物,1
吓瘫,2
没到,1
踉跄,2
后退,1
破除,1
施加,3
魔咒,3
像是,28
那双,7
玻璃球,2
式,20
施以,4
魔法,4
眨,12
